"id","age_group","card_type","PIN_Change_Due","id.y","age_group_num"
1615,"60+","Debit",1,4738,4
1647,"18-30","Debit (Prepaid)",0,841,1
1647,"18-30","Credit",0,402,1
1647,"18-30","Credit",0,1630,1
1647,"18-30","Debit",0,1631,1
1647,"18-30","Debit",0,1901,1
680,"31-45","Debit",1,2061,2
52,"46-60","Debit",1,3951,3
52,"46-60","Debit",1,4976,3
52,"46-60","Debit",1,2322,3
1387,"18-30","Credit",0,842,1
1034,"46-60","Debit",1,962,3
1034,"46-60","Credit",1,2741,3
1034,"46-60","Credit",1,2853,3
1034,"46-60","Credit",1,1137,3
1034,"46-60","Debit",1,2765,3
1034,"46-60","Debit (Prepaid)",1,4622,3
677,"31-45","Credit",1,179,2
677,"31-45","Debit",1,4449,2
677,"31-45","Debit",1,5317,2
440,"31-45","Debit",1,989,2
440,"31-45","Debit",1,3274,2
440,"31-45","Debit",1,3736,2
440,"31-45","Debit",1,71,2
440,"31-45","Debit",1,1216,2
338,"60+","Debit",1,5671,4
338,"60+","Debit",1,1356,4
338,"60+","Debit",1,1317,4
1120,"31-45","Credit",1,1205,2
1127,"46-60","Debit",1,4641,3
1127,"46-60","Debit",1,4605,3
1127,"46-60","Debit",1,3694,3
1127,"46-60","Debit",1,3869,3
1662,"31-45","Debit",1,360,2
1662,"31-45","Debit",1,2675,2
1662,"31-45","Debit",1,4541,2
1662,"31-45","Debit (Prepaid)",1,6087,2
1462,"18-30","Debit (Prepaid)",0,601,1
1848,"31-45","Debit",0,1632,2
1848,"31-45","Credit",0,602,2
1444,"60+","Debit",1,1308,4
1444,"60+","Debit",0,603,4
1444,"60+","Debit",0,3631,4
1444,"60+","Debit",1,2648,4
1444,"60+","Debit",1,5965,4
1444,"60+","Debit",1,2882,4
1444,"60+","Debit",1,5118,4
45,"60+","Debit (Prepaid)",1,5009,4
1102,"46-60","Credit",0,2822,3
1102,"46-60","Debit",1,5651,3
1102,"46-60","Debit",1,5010,3
1102,"46-60","Debit (Prepaid)",1,3952,3
1102,"46-60","Debit",1,979,3
1636,"46-60","Credit",1,3390,3
1636,"46-60","Debit",1,2930,3
1636,"46-60","Credit",1,3992,3
1636,"46-60","Credit",1,3338,3
502,"46-60","Credit",1,2018,3
502,"46-60","Debit",1,3521,3
1630,"18-30","Credit",0,1412,1
266,"18-30","Debit",0,4479,1
5,"60+","Debit",1,3283,4
5,"60+","Debit",1,1178,4
1712,"60+","Debit",1,4407,4
1712,"60+","Debit",1,3291,4
1712,"60+","Debit",1,4056,4
1712,"60+","Debit",1,3711,4
1712,"60+","Debit",1,4342,4
1360,"31-45","Credit",1,143,2
1360,"31-45","Debit",1,2184,2
1360,"31-45","Debit",1,3609,2
1013,"18-30","Credit",0,403,1
993,"46-60","Credit",1,1349,3
642,"31-45","Debit",1,162,2
642,"31-45","Debit",1,4721,2
642,"31-45","Debit",1,2051,2
642,"31-45","Debit",1,5934,2
1871,"60+","Debit",1,2430,4
1871,"60+","Debit",1,5672,4
1871,"60+","Debit",0,4470,4
1871,"60+","Debit",1,4429,4
1871,"60+","Debit",0,1633,4
1721,"31-45","Credit",1,5491,2
1721,"31-45","Debit",1,3610,2
868,"60+","Debit",1,84,4
868,"60+","Debit",1,5372,4
868,"60+","Debit (Prepaid)",1,2233,4
868,"60+","Debit (Prepaid)",1,5565,4
868,"60+","Credit",1,322,4
868,"60+","Credit",1,3292,4
1517,"31-45","Credit",1,2985,2
1517,"31-45","Debit",1,72,2
1517,"31-45","Debit",0,1634,2
1517,"31-45","Debit (Prepaid)",1,2131,2
364,"60+","Debit",0,5340,4
364,"60+","Credit",1,4623,4
364,"60+","Credit",1,5611,4
364,"60+","Debit",1,5673,4
686,"60+","Debit",0,4642,4
696,"60+","Debit",0,1635,4
696,"60+","Debit",1,3870,4
696,"60+","Debit",1,2695,4
696,"60+","Credit",1,2488,4
696,"60+","Debit (Prepaid)",1,4953,4
696,"60+","Debit",1,4207,4
696,"60+","Debit (Prepaid)",1,5612,4
696,"60+","Debit",1,39,4
962,"18-30","Credit",0,604,1
962,"18-30","Debit",1,1217,1
1407,"31-45","Debit",1,5966,2
1407,"31-45","Debit",1,5384,2
1407,"31-45","Debit",1,2313,2
1407,"31-45","Credit",1,4695,2
1015,"31-45","Debit",0,4471,2
1015,"31-45","Debit",1,5271,2
1015,"31-45","Credit",0,1636,2
1015,"31-45","Debit",1,198,2
1015,"31-45","Debit (Prepaid)",1,1113,2
1456,"46-60","Credit",1,2211,3
1456,"46-60","Debit",1,5935,3
1456,"46-60","Credit",1,1273,3
1861,"46-60","Debit",1,2251,3
1861,"46-60","Credit",1,2993,3
1861,"46-60","Debit",1,4898,3
1861,"46-60","Debit",1,4025,3
1861,"46-60","Credit",1,3374,3
161,"31-45","Debit",0,605,2
161,"31-45","Debit",1,3096,2
161,"31-45","Debit",1,5588,2
263,"18-30","Credit",0,843,1
263,"18-30","Debit (Prepaid)",1,2567,1
263,"18-30","Debit",0,1392,1
1389,"31-45","Credit",1,2994,2
1389,"31-45","Debit",1,2301,2
1707,"18-30","Debit",1,4779,1
1374,"18-30","Debit",0,1902,1
1374,"18-30","Credit",0,1413,1
1855,"60+","Debit",1,5967,4
1855,"60+","Debit",1,4304,4
1855,"60+","Credit",1,3021,4
1855,"60+","Credit",0,1903,4
867,"18-30","Debit",0,1904,1
867,"18-30","Debit",0,606,1
274,"31-45","Debit",1,4564,2
274,"31-45","Credit",1,2841,2
274,"31-45","Credit",1,309,2
1552,"60+","Credit",1,3184,4
1552,"60+","Debit",0,1380,4
1552,"60+","Debit",1,1218,4
635,"18-30","Credit",0,1448,1
1526,"46-60","Debit",1,5218,3
1526,"46-60","Credit",1,3664,3
1526,"46-60","Debit (Prepaid)",1,4722,3
1526,"46-60","Debit",1,2100,3
319,"60+","Credit",1,248,4
319,"60+","Debit (Prepaid)",0,844,4
740,"18-30","Debit",1,3425,1
740,"18-30","Debit",0,607,1
740,"18-30","Debit",0,845,1
965,"18-30","Credit",0,1414,1
965,"18-30","Debit",0,846,1
1421,"18-30","Debit (Prepaid)",1,5674,1
1421,"18-30","Debit",1,3550,1
1538,"60+","Debit",1,5833,4
1538,"60+","Debit",1,3206,4
1101,"18-30","Debit",1,3599,1
1101,"18-30","Credit",0,1905,1
92,"60+","Debit",1,3448,4
92,"60+","Debit",1,2802,4
92,"60+","Credit",1,2803,4
92,"60+","Debit",1,5947,4
125,"60+","Credit",1,5183,4
125,"60+","Debit",1,5770,4
125,"60+","Debit",1,2023,4
125,"60+","Credit",1,4931,4
125,"60+","Credit",1,2120,4
449,"46-60","Debit",1,2225,3
449,"46-60","Debit",1,351,3
449,"46-60","Debit",1,3559,3
449,"46-60","Debit",1,2738,3
449,"46-60","Credit",1,5894,3
1173,"60+","Credit",1,3214,4
1173,"60+","Debit",1,4696,4
1173,"60+","Credit",1,2986,4
1173,"60+","Debit (Prepaid)",0,2388,4
1173,"60+","Debit",1,1033,4
1173,"60+","Debit",0,4480,4
1173,"60+","Credit",1,5662,4
1810,"60+","Credit",1,5197,4
1810,"60+","Credit",1,4839,4
1810,"60+","Credit",1,5936,4
1810,"60+","Credit",1,2323,4
1810,"60+","Credit",1,3339,4
1843,"60+","Debit",1,3522,4
1843,"60+","Credit",1,5752,4
1843,"60+","Debit",1,249,4
1843,"60+","Debit",1,4553,4
1843,"60+","Credit",1,961,4
1843,"60+","Credit",0,2033,4
1843,"60+","Credit",1,5834,4
1578,"60+","Credit",1,4408,4
1578,"60+","Debit (Prepaid)",0,5331,4
658,"31-45","Credit",1,4343,2
658,"31-45","Debit",1,199,2
658,"31-45","Credit",1,1010,2
658,"31-45","Credit",1,5548,2
1858,"60+","Credit",1,2146,4
1663,"18-30","Debit",0,847,1
1503,"46-60","Credit",1,5350,3
1503,"46-60","Debit",1,3476,3
1503,"46-60","Debit",1,4274,3
1503,"46-60","Debit",1,3772,3
725,"18-30","Debit",0,1906,1
725,"18-30","Debit",0,1907,1
1671,"46-60","Debit",1,5785,3
1233,"31-45","Debit",1,4430,2
1233,"31-45","Credit",1,4823,2
1233,"31-45","Credit",0,1449,2
1271,"31-45","Debit (Prepaid)",1,4255,2
1271,"31-45","Debit (Prepaid)",1,3316,2
1271,"31-45","Credit",0,1908,2
473,"31-45","Credit",1,5099,2
473,"31-45","Debit",1,2696,2
1541,"46-60","Debit",1,5663,3
1541,"46-60","Debit",0,228,3
1541,"46-60","Debit",1,4554,3
1541,"46-60","Credit",1,3253,3
1541,"46-60","Debit",1,2307,3
149,"18-30","Credit",1,3590,1
560,"46-60","Debit",1,1219,3
560,"46-60","Debit",1,144,3
560,"46-60","Credit",1,1371,3
560,"46-60","Credit",1,5065,3
1006,"31-45","Debit",1,2185,2
1006,"31-45","Credit",1,3509,2
1006,"31-45","Debit",1,4723,2
368,"60+","Debit",1,4305,4
368,"60+","Debit",0,371,4
368,"60+","Debit (Prepaid)",1,5566,4
368,"60+","Credit",1,2226,4
368,"60+","Debit (Prepaid)",1,3822,4
368,"60+","Credit",1,4463,4
1696,"60+","Debit",1,2408,4
416,"60+","Credit",1,180,4
416,"60+","Debit",1,1220,4
416,"60+","Debit (Prepaid)",1,2883,4
416,"60+","Debit",1,2445,4
416,"60+","Debit",1,2399,4
416,"60+","Debit (Prepaid)",1,4724,4
51,"18-30","Credit",1,6031,1
51,"18-30","Debit",0,1637,1
51,"18-30","Credit",0,1450,1
196,"31-45","Credit",1,285,2
690,"60+","Debit",1,5085,4
1477,"46-60","Debit",1,2727,3
1477,"46-60","Debit",1,3747,3
1477,"46-60","Credit",1,4947,3
260,"60+","Debit",1,2676,4
260,"60+","Debit (Prepaid)",1,5119,4
260,"60+","Debit",1,323,4
857,"60+","Debit",1,5895,4
1167,"31-45","Credit",1,4739,2
1167,"31-45","Debit",1,2159,2
1167,"31-45","Debit",1,3666,2
1358,"60+","Debit (Prepaid)",1,3426,4
1358,"60+","Debit",0,1909,4
1358,"60+","Debit (Prepaid)",0,5736,4
1358,"60+","Debit (Prepaid)",1,5135,4
1611,"60+","Debit",1,5368,4
1611,"60+","Credit",1,1318,4
734,"31-45","Debit",1,1252,2
734,"31-45","Credit",1,4990,2
1507,"31-45","Debit",1,4671,2
1507,"31-45","Debit",1,5589,2
1507,"31-45","Debit",1,3449,2
504,"31-45","Debit (Prepaid)",1,4393,2
504,"31-45","Debit",1,5280,2
524,"46-60","Debit",1,2263,3
525,"46-60","Debit",1,5240,3
525,"46-60","Debit",1,6004,3
525,"46-60","Debit",1,4811,3
250,"46-60","Credit",1,4740,3
250,"46-60","Credit",1,2793,3
250,"46-60","Debit",1,5136,3
250,"46-60","Debit (Prepaid)",1,4940,3
250,"46-60","Debit",1,3971,3
250,"46-60","Debit",1,2914,3
479,"46-60","Debit",1,1332,3
479,"46-60","Credit",1,2186,3
479,"46-60","Debit",1,2436,3
343,"46-60","Credit",1,4189,3
343,"46-60","Credit",1,3582,3
343,"46-60","Debit",1,1288,3
343,"46-60","Debit",1,994,3
343,"46-60","Debit",1,3953,3
343,"46-60","Credit",1,2410,3
343,"46-60","Debit",1,1091,3
343,"46-60","Credit",1,3523,3
1196,"46-60","Credit",0,1415,3
1196,"46-60","Debit",0,3637,3
1196,"46-60","Debit",1,4000,3
1196,"46-60","Credit",1,4542,3
1530,"60+","Credit",1,2453,4
1530,"60+","Credit",1,52,4
1530,"60+","Credit",1,1179,4
1963,"60+","Debit",1,5322,4
1963,"60+","Debit",1,5418,4
1963,"60+","Debit",1,3317,4
1963,"60+","Debit (Prepaid)",0,1638,4
1963,"60+","Debit",1,6058,4
1963,"60+","Debit",1,3364,4
1963,"60+","Credit",1,4565,4
764,"60+","Debit",0,1381,4
764,"60+","Debit",1,286,4
764,"60+","Credit",1,3727,4
764,"60+","Credit",0,1910,4
213,"31-45","Credit",1,2136,2
213,"31-45","Debit",1,5291,2
213,"31-45","Debit",0,1639,2
410,"46-60","Debit",1,4954,3
410,"46-60","Credit",1,2801,3
1685,"46-60","Debit",1,1221,3
1685,"46-60","Debit (Prepaid)",1,5613,3
225,"31-45","Debit",1,1253,2
225,"31-45","Debit",1,4382,2
225,"31-45","Credit",0,432,2
225,"31-45","Credit",1,4780,2
1210,"31-45","Debit",0,608,2
1210,"31-45","Debit",1,4606,2
1210,"31-45","Credit",1,4846,2
1210,"31-45","Debit",1,3403,2
1336,"18-30","Credit",0,1911,1
576,"60+","Credit",1,5400,4
576,"60+","Debit",1,5664,4
576,"60+","Debit",1,4624,4
576,"60+","Debit",1,5968,4
576,"60+","Debit",1,3057,4
576,"60+","Debit",1,3600,4
576,"60+","Debit",0,2384,4
1677,"46-60","Debit",0,4969,3
1677,"46-60","Credit",1,324,3
1969,"60+","Debit",1,3080,4
1969,"60+","Debit",1,5549,4
1969,"60+","Debit",1,4934,4
1969,"60+","Debit",1,4231,4
1969,"60+","Credit",1,4981,4
1431,"46-60","Credit",1,4142,3
558,"18-30","Debit",0,1912,1
558,"18-30","Debit",0,1640,1
558,"18-30","Credit",0,848,1
1482,"46-60","Debit",1,1254,3
1295,"60+","Credit",1,5017,4
1295,"60+","Debit",1,3318,4
1295,"60+","Credit",1,2949,4
1295,"60+","Debit (Prepaid)",0,609,4
1468,"60+","Debit",1,5567,4
1468,"60+","Debit",1,3058,4
538,"60+","Debit",1,4854,4
538,"60+","Credit",0,5441,4
538,"60+","Debit",1,4161,4
538,"60+","Debit",0,2396,4
748,"46-60","Debit",1,1319,3
748,"46-60","Debit",1,2763,3
748,"46-60","Credit",1,1067,3
1068,"18-30","Debit",0,1641,1
1068,"18-30","Debit",0,5343,1
1068,"18-30","Debit",0,849,1
41,"31-45","Debit (Prepaid)",1,2967,2
807,"46-60","Debit",1,3213,3
807,"46-60","Debit (Prepaid)",1,4889,3
807,"46-60","Debit (Prepaid)",1,5299,3
1430,"60+","Debit",1,2813,4
1430,"60+","Credit",1,2074,4
1430,"60+","Debit",1,4383,4
1430,"60+","Credit",1,66,4
1430,"60+","Credit",1,3987,4
1873,"46-60","Debit",1,4110,3
1873,"46-60","Credit",1,4741,3
1873,"46-60","Debit (Prepaid)",1,306,3
204,"31-45","Debit",0,1642,2
424,"18-30","Credit",0,1913,1
424,"18-30","Debit",0,610,1
980,"60+","Debit",1,5052,4
980,"60+","Debit",1,181,4
980,"60+","Debit",0,1643,4
980,"60+","Credit",1,2454,4
980,"60+","Credit",1,6059,4
980,"60+","Debit",1,4855,4
980,"60+","Debit",1,4409,4
1415,"18-30","Credit",0,4919,1
600,"18-30","Debit",0,850,1
652,"60+","Debit",1,4328,4
652,"60+","Credit",1,2502,4
652,"60+","Debit",1,4293,4
652,"60+","Debit (Prepaid)",1,4607,4
652,"60+","Debit",1,1197,4
652,"60+","Debit",0,1255,4
1129,"46-60","Debit",1,5492,3
1129,"46-60","Debit",1,102,3
1129,"46-60","Credit",1,2677,3
885,"31-45","Credit",1,5852,2
885,"31-45","Debit (Prepaid)",1,5086,2
885,"31-45","Debit",1,6005,2
1899,"31-45","Debit",1,4256,2
1899,"31-45","Debit (Prepaid)",1,5969,2
1369,"46-60","Credit",1,3365,3
1369,"46-60","Debit",1,5792,3
1057,"31-45","Debit",0,3059,2
1302,"60+","Debit",1,5464,4
1302,"60+","Debit",0,3203,4
1302,"60+","Credit",1,5632,4
1302,"60+","Debit (Prepaid)",1,3972,4
415,"46-60","Credit",1,3871,3
415,"46-60","Credit",0,5344,3
415,"46-60","Debit",1,3225,3
415,"46-60","Debit",1,6088,3
83,"31-45","Credit",1,2348,2
1093,"18-30","Credit",0,851,1
28,"31-45","Debit",1,5198,2
28,"31-45","Credit",1,2678,2
28,"31-45","Debit",1,2568,2
28,"31-45","Debit",0,852,2
33,"60+","Debit",1,5529,4
33,"60+","Credit",1,1357,4
33,"60+","Credit",1,5120,4
33,"60+","Debit",1,2252,4
33,"60+","Debit",1,2404,4
1646,"46-60","Credit",1,4742,3
1646,"46-60","Credit",1,5652,3
1646,"46-60","Debit",1,2276,3
1646,"46-60","Debit",1,5314,3
1646,"46-60","Debit",1,4045,3
1847,"18-30","Credit",0,1644,1
1152,"31-45","Credit",1,310,2
134,"31-45","Credit",1,6080,2
134,"31-45","Credit",1,5991,2
134,"31-45","Credit",1,6120,2
134,"31-45","Debit",0,611,2
188,"18-30","Debit (Prepaid)",0,853,1
188,"18-30","Debit",0,854,1
220,"31-45","Credit",1,2242,2
220,"31-45","Debit",0,3954,2
220,"31-45","Debit (Prepaid)",0,1645,2
220,"31-45","Credit",1,2697,2
1343,"18-30","Credit",1,4043,1
1343,"18-30","Debit",0,612,1
1343,"18-30","Credit",0,855,1
1343,"18-30","Debit",0,856,1
1930,"18-30","Debit",1,2329,1
1930,"18-30","Debit (Prepaid)",0,613,1
1930,"18-30","Credit",0,614,1
1260,"18-30","Credit",0,1646,1
1260,"18-30","Credit",1,6081,1
1260,"18-30","Credit",0,857,1
96,"60+","Credit",1,3773,4
96,"60+","Debit",1,3695,4
96,"60+","Credit",1,361,4
96,"60+","Credit",1,5175,4
1166,"31-45","Debit",1,4878,2
1166,"31-45","Credit",1,1222,2
1166,"31-45","Debit",1,5822,2
1533,"31-45","Credit",1,2649,2
1533,"31-45","Debit",1,3097,2
1533,"31-45","Credit",1,4625,2
88,"18-30","Credit",0,858,1
1451,"46-60","Debit",1,3226,3
1451,"46-60","Debit",1,3790,3
1451,"46-60","Debit",1,250,3
1451,"46-60","Credit",1,5530,3
57,"18-30","Debit",1,6006,1
1335,"46-60","Debit",1,6069,3
1335,"46-60","Debit (Prepaid)",0,615,3
1335,"46-60","Debit (Prepaid)",1,2330,3
1335,"46-60","Debit",1,3583,3
816,"46-60","Debit",1,5066,3
816,"46-60","Debit",1,2968,3
816,"46-60","Debit",1,3774,3
816,"46-60","Debit",1,3891,3
816,"46-60","Credit",0,4468,3
1081,"31-45","Credit",0,404,2
1081,"31-45","Credit",1,3427,2
1081,"31-45","Debit",1,3892,2
1385,"46-60","Credit",1,5568,3
1385,"46-60","Debit",1,3807,3
1385,"46-60","Debit (Prepaid)",1,4955,3
1385,"46-60","Debit",1,4344,3
1385,"46-60","Debit",1,4190,3
1385,"46-60","Debit",1,1256,3
1125,"18-30","Credit",0,405,1
1125,"18-30","Debit",0,616,1
1125,"18-30","Credit",1,4881,1
1125,"18-30","Debit",1,3601,1
1952,"18-30","Debit",0,617,1
1870,"18-30","Credit",0,1647,1
1870,"18-30","Debit",0,1914,1
1345,"60+","Credit",1,5984,4
1345,"60+","Debit",1,2497,4
1345,"60+","Debit",1,2187,4
1345,"60+","Debit",1,2234,4
1345,"60+","Debit",1,4208,4
1345,"60+","Debit",1,287,4
1345,"60+","Debit",1,5633,4
1345,"60+","Debit",1,3775,4
1695,"31-45","Credit",1,3060,2
1695,"31-45","Debit",1,114,2
1695,"31-45","Credit",1,48,2
1695,"31-45","Debit",1,274,2
1906,"18-30","Debit",0,1648,1
1985,"46-60","Credit",0,2834,3
1985,"46-60","Debit",1,4781,3
1985,"46-60","Debit",1,4085,3
1604,"46-60","Debit",1,1095,3
1604,"46-60","Credit",1,5653,3
1604,"46-60","Credit",1,2950,3
1604,"46-60","Debit",1,2207,3
1604,"46-60","Debit",1,6077,3
1604,"46-60","Debit",1,2188,3
1604,"46-60","Debit",1,3185,3
1933,"18-30","Debit (Prepaid)",0,1649,1
1933,"18-30","Debit",0,1915,1
649,"46-60","Debit",1,2766,3
649,"46-60","Debit",1,1376,3
649,"46-60","Credit",1,3737,3
649,"46-60","Debit",1,1223,3
649,"46-60","Debit",1,251,3
649,"46-60","Credit",1,2105,3
649,"46-60","Debit (Prepaid)",1,4191,3
1486,"31-45","Credit",1,4345,2
1744,"31-45","Credit",1,1138,2
1744,"31-45","Debit",1,4209,2
1744,"31-45","Debit",1,133,2
1272,"18-30","Debit",0,1650,1
400,"46-60","Debit (Prepaid)",1,3776,3
400,"46-60","Credit",1,3852,3
400,"46-60","Debit",1,3973,3
400,"46-60","Debit",1,2507,3
1994,"46-60","Debit",1,5241,3
1994,"46-60","Debit (Prepaid)",1,3974,3
1994,"46-60","Credit",1,6032,3
572,"18-30","Debit",1,2349,1
572,"18-30","Debit (Prepaid)",0,1916,1
1442,"31-45","Debit",1,2650,2
1853,"31-45","Credit",1,5814,2
1853,"31-45","Debit",1,6043,2
1853,"31-45","Debit",1,1034,2
556,"46-60","Debit",1,5654,3
556,"46-60","Debit",1,2,3
1960,"18-30","Debit (Prepaid)",0,1917,1
321,"46-60","Credit",1,4527,3
321,"46-60","Credit",1,293,3
321,"46-60","Credit",1,35,3
321,"46-60","Debit",1,5755,3
483,"46-60","Debit",1,4364,3
483,"46-60","Credit",1,5369,3
483,"46-60","Credit",1,2121,3
404,"31-45","Credit",1,5219,2
1510,"31-45","Credit",1,4346,2
1510,"31-45","Credit",1,1257,2
916,"18-30","Debit",0,859,1
916,"18-30","Debit",0,860,1
1635,"46-60","Debit",1,40,3
1635,"46-60","Credit",1,1309,3
1635,"46-60","Debit",1,6044,3
1635,"46-60","Debit",1,115,3
1635,"46-60","Debit",0,618,3
1635,"46-60","Debit",0,381,3
1384,"60+","Debit",1,2535,4
1384,"60+","Credit",1,5229,4
1384,"60+","Debit",1,3723,4
943,"60+","Credit",1,3171,4
1236,"60+","Debit",1,5351,4
1236,"60+","Debit",1,85,4
1236,"60+","Debit",1,5815,4
1236,"60+","Debit",1,4101,4
1236,"60+","Credit",1,2369,4
1236,"60+","Debit",0,6142,4
969,"18-30","Debit",0,1918,1
969,"18-30","Debit",0,619,1
969,"18-30","Debit",0,861,1
508,"18-30","Debit",0,1651,1
508,"18-30","Debit",0,1652,1
508,"18-30","Debit (Prepaid)",0,620,1
496,"46-60","Debit",1,3428,3
496,"46-60","Credit",1,4517,3
496,"46-60","Debit",1,3186,3
496,"46-60","Credit",1,5806,3
450,"31-45","Debit",1,5176,2
450,"31-45","Debit",0,862,2
450,"31-45","Debit",1,4192,2
1753,"46-60","Debit",1,5634,3
304,"31-45","Debit",1,2987,2
304,"31-45","Debit",1,4365,2
839,"31-45","Credit",1,5667,2
839,"31-45","Debit",1,3187,2
839,"31-45","Debit",1,4725,2
138,"31-45","Debit",1,4608,2
138,"31-45","Debit",1,2820,2
138,"31-45","Credit",1,5422,2
138,"31-45","Credit",1,2807,2
43,"18-30","Debit",1,4912,1
43,"18-30","Credit",0,1416,1
43,"18-30","Credit",0,5740,1
43,"18-30","Credit",0,863,1
1187,"46-60","Debit",0,864,3
1187,"46-60","Debit (Prepaid)",0,2385,3
1187,"46-60","Credit",1,91,3
849,"60+","Debit",1,5121,4
849,"60+","Debit",1,3477,4
849,"60+","Debit",1,3823,4
654,"46-60","Credit",1,3169,3
1898,"31-45","Debit",1,5352,2
1898,"31-45","Debit",1,1068,2
1898,"31-45","Debit",1,5122,2
1898,"31-45","Credit",1,4543,2
1898,"31-45","Debit",1,2423,2
1971,"46-60","Debit",1,4566,3
1971,"46-60","Debit",1,3293,3
1020,"18-30","Credit",0,406,1
1020,"18-30","Credit",0,1417,1
1020,"18-30","Debit",1,1224,1
1020,"18-30","Debit",1,2728,1
22,"46-60","Credit",1,4062,3
436,"18-30","Debit",0,1653,1
1823,"60+","Debit",1,1342,4
1823,"60+","Debit",1,5177,4
1823,"60+","Debit (Prepaid)",0,3638,4
1823,"60+","Debit",1,4048,4
1823,"60+","Credit",1,3244,4
1823,"60+","Credit",0,3201,4
589,"46-60","Debit",0,5242,3
589,"46-60","Debit",1,4497,3
49,"31-45","Debit",1,2277,2
49,"31-45","Debit",1,3061,2
49,"31-45","Debit",1,3955,2
1350,"18-30","Debit",0,1654,1
1525,"31-45","Debit (Prepaid)",1,4257,2
1525,"31-45","Credit",1,1077,2
1525,"31-45","Debit (Prepaid)",1,3853,2
1525,"31-45","Debit",1,4726,2
69,"46-60","Credit",1,5493,3
69,"46-60","Debit",1,2062,3
69,"46-60","Credit",1,252,3
69,"46-60","Debit",1,2514,3
69,"46-60","Credit",1,5253,3
69,"46-60","Debit",1,3294,3
234,"31-45","Credit",1,62,2
234,"31-45","Debit (Prepaid)",1,5370,2
234,"31-45","Credit",1,5861,2
234,"31-45","Credit",1,4799,2
234,"31-45","Debit",1,2052,2
234,"31-45","Debit",1,5178,2
608,"31-45","Debit",1,2355,2
608,"31-45","Debit",1,2278,2
608,"31-45","Debit (Prepaid)",0,1655,2
1064,"46-60","Debit (Prepaid)",1,5494,3
374,"46-60","Debit",1,4567,3
374,"46-60","Debit",1,5100,3
374,"46-60","Debit",0,1919,3
374,"46-60","Credit",1,3791,3
374,"46-60","Debit",1,2569,3
286,"31-45","Debit",1,1358,2
286,"31-45","Debit",1,6092,2
286,"31-45","Debit",1,4450,2
286,"31-45","Debit",1,4782,2
1419,"46-60","Debit",1,2463,3
1435,"31-45","Debit",1,4840,2
1435,"31-45","Debit",1,2360,2
1435,"31-45","Credit",0,4294,2
1683,"31-45","Debit",1,1343,2
1683,"31-45","Credit",1,5044,2
1683,"31-45","Debit",1,4697,2
727,"31-45","Credit",1,4698,2
727,"31-45","Debit",1,3808,2
727,"31-45","Credit",0,1920,2
727,"31-45","Debit",1,4295,2
727,"31-45","Credit",1,2665,2
1150,"46-60","Credit",1,5896,3
1150,"46-60","Debit",1,4672,3
1150,"46-60","Credit",1,1225,3
1150,"46-60","Debit",1,4856,3
1150,"46-60","Credit",1,2551,3
332,"60+","Debit",0,4484,4
332,"60+","Credit",1,5816,4
332,"60+","Debit",1,1198,4
332,"60+","Debit",0,253,4
487,"46-60","Debit",0,1656,3
487,"46-60","Credit",1,2835,3
487,"46-60","Debit",1,2024,3
735,"46-60","Credit",1,2007,3
735,"46-60","Debit",1,5431,3
735,"46-60","Credit",1,4651,3
137,"31-45","Credit",1,1335,2
137,"31-45","Debit",1,5442,2
137,"31-45","Debit",1,6114,2
570,"31-45","Debit",1,5897,2
1121,"31-45","Debit",1,4063,2
1121,"31-45","Debit",1,1372,2
1121,"31-45","Credit",1,5511,2
1121,"31-45","Debit",1,5817,2
1121,"31-45","Credit",1,3777,2
860,"46-60","Credit",0,4920,3
860,"46-60","Debit",1,5412,3
860,"46-60","Debit",1,3534,3
860,"46-60","Debit",1,5782,3
518,"31-45","Credit",1,5733,2
1203,"31-45","Debit (Prepaid)",1,3429,2
944,"46-60","Debit",1,2302,3
944,"46-60","Debit",0,372,3
944,"46-60","Debit",1,2828,3
944,"46-60","Debit",0,1921,3
944,"46-60","Credit",1,3500,3
944,"46-60","Debit",1,5550,3
388,"18-30","Debit",0,1657,1
388,"18-30","Debit",1,5692,1
741,"60+","Debit",1,3975,4
1737,"46-60","Debit",1,6007,3
1737,"46-60","Debit",1,1096,3
1737,"46-60","Debit",1,3618,3
1737,"46-60","Debit",1,5756,3
1709,"60+","Debit",1,3319,4
1018,"60+","Credit",1,5478,4
1018,"60+","Debit",0,2393,4
1018,"60+","Credit",1,3022,4
1018,"60+","Debit",0,4077,4
1018,"60+","Debit",0,1922,4
1018,"60+","Debit",1,5970,4
275,"31-45","Credit",1,3911,2
275,"31-45","Debit",1,63,2
275,"31-45","Debit",1,2769,2
275,"31-45","Credit",0,3036,2
1367,"46-60","Debit (Prepaid)",1,3893,3
1367,"46-60","Debit",1,2053,3
1367,"46-60","Debit (Prepaid)",0,865,3
1367,"46-60","Credit",1,4643,3
1965,"18-30","Credit",0,1923,1
284,"46-60","Debit",0,4917,3
284,"46-60","Debit",1,4347,3
284,"46-60","Debit (Prepaid)",1,5726,3
284,"46-60","Debit",1,86,3
79,"60+","Debit",1,2931,4
79,"60+","Credit",1,2671,4
79,"60+","Debit",0,1924,4
79,"60+","Debit",1,5569,4
1515,"60+","Debit (Prepaid)",1,3320,4
1515,"60+","Debit",1,5199,4
1515,"60+","Credit",1,5557,4
1515,"60+","Credit",1,5558,4
